0.590000, 0.689579
0.600000, 0.688101
0.610000, 0.687361
0.620000, 0.686622
0.630000, 0.686622
0.640000, 0.685144
0.650000, 0.685144
0.660000, 0.685144
0.670000, 0.684405
0.680000, 0.684405
0.690000, 0.683666
0.700000, 0.683666
0.710000, 0.682927
0.720000, 0.681449
0.730000, 0.681449
0.740000, 0.681449
0.750000, 0.681449
0.760000, 0.681449
0.770000, 0.680710
0.780000, 0.680710
0.790000, 0.680710
0.800000, 0.680710
0.810000, 0.680710
0.820000, 0.680710
0.830000, 0.680710
0.840000, 0.679970
0.850000, 0.679231
0.860000, 0.677753
0.870000, 0.678492
0.880000, 0.678492
0.890000, 0.677753
0.900000, 0.676275
0.910000, 0.676275
0.920000, 0.676275
0.930000, 0.676275
0.940000, 0.676275
0.950000, 0.675536
0.960000, 0.675536
0.970000, 0.675536
0.980000, 0.675536
0.990000, 0.675536
1.000000, 0.675536
