0.000000, 0.394678
0.010000, 0.705839
0.020000, 0.711013
0.030000, 0.719143
0.040000, 0.715447
0.050000, 0.718404
0.060000, 0.720621
0.070000, 0.720621
0.080000, 0.719143
0.090000, 0.716186
0.100000, 0.714708
0.110000, 0.713230
0.120000, 0.713969
0.130000, 0.713969
0.140000, 0.715447
0.150000, 0.711752
0.160000, 0.711013
0.170000, 0.711013
0.180000, 0.708795
0.190000, 0.708056
0.200000, 0.708795
0.210000, 0.706578
0.220000, 0.705100
0.230000, 0.703622
0.240000, 0.702143
0.250000, 0.701404
0.260000, 0.701404
0.270000, 0.702143
0.280000, 0.701404
0.290000, 0.701404
0.300000, 0.702882
0.310000, 0.702143
0.320000, 0.701404
0.330000, 0.699926
0.340000, 0.699187
0.350000, 0.698448
0.360000, 0.698448
0.370000, 0.698448
0.380000, 0.699926
0.390000, 0.699187
0.400000, 0.699187
0.410000, 0.699187
0.420000, 0.698448
0.430000, 0.698448
0.440000, 0.697709
0.450000, 0.696970
0.460000, 0.696970
0.470000, 0.696231
0.480000, 0.695492
0.490000, 0.695492
0.500000, 0.694013
0.510000, 0.694752
0.520000, 0.694752
0.530000, 0.694013
0.540000, 0.692535
0.550000, 0.691796
0.560000, 0.691057
0.570000, 0.690318
0.580000, 0.689579
0.590000, 0.689579
